swVersion	productClass	wifiType	operator	province	chipset	chipsetDate	midware	midwareDate	author	firmwareDate	noteAddr	firmwareAddr
S-010W-A_SW_A_ZY_CUSD_R1.01.11	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170421	suying	20170502	张丛静	2017-05-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P39	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CTAH_R1.00.04	G-120WT-P	MTK7526FU	CT	ah	RK3228B	20170502	suying	20170428	童维青	2017-05-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8227-FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一安徽电信
G-120WT-P_SW_A_ZY_CUAH_R1.00.00	G-120WT-P	MTK7526FU	CU	ah	RK3228B		suying	20170417	李滨伟	2017-05-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8236-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽联通gpon
RG020ET-CA_SW_B_ZY_CUHL_HUAWEI_R1.00.04	RG020ET-CA	RTL8676	CU	hl	S905L	20170428	suying	20170420	吴凯利	2017-05-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8222-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/黑龙江联通LAN上行
G-120WT-P_SW_A_ZY_CTAH_R1.00.03	G-120WT-P	MTK7526FU	CT	ah	RK3228B	20170428	suying	20170428	童维青	2017-04-28	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8227-FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一安徽电信
RG020ET-CA_SW_B_ZY_CTAH_R1.00.05	RG020ET-CA	RTL8676	CT	ah	S905L	20170428	suying	20170412	童维青	2017-04-28	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8228-FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽电信LAN上行
RG020ET-CA_SW_B_ZY_CTSX_R1.00.09	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	吴凯利	2017-04-28	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
S-010W-A_SW_A_ZY_CUNM_R1.00.01	S-010W-A	RTL8189ETV	CU	nm	RK3228B	20170425	suying	20170425	姜良超	2017-04-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8229-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/内蒙古联通
S-010W-A_SW_A_ZY_CUSC_R1.00.00	S-010W-A	RTL8189ETV	CU	SC	RK3228B	20170331	suying	20170329	李滨伟	2017-04-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8235-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/四川联通standalone
G-120WT-P_SW_A_ZY_CTAH_R1.00.02	G-120WT-P	MTK7526FU	CT	ah	RK3228B	20170427	suying	20170427	童维青	2017-04-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8227-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一安徽电信
RG020ET-CA_SW_B_ZY_CTSX_R1.00.08	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	吴凯利	2017-04-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
G-120WT-P_SW_A_ZY_CMFJ_R1.00.04	G-120WT-P	MTK7526FU	CM	fj	RK3228B	20170412	suying	20170425	姜良超	2017-04-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8220-FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一福建移动
G-120WT-P_SW_A_ZY_CTLN_R1.00.01	G-120WT-P	MTK7526FU	CT	ln	RK3228B	20161212	suying	20161221	万友先	2017-04-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078218_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一辽宁电信
G-120WT-P_SW_A_ZY_CUNM_R1.00.04	G-120WT-P	MTK7526FU	CU	nm	RK3228B	20170426	suying	20170420	李滨伟	2017-04-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078225_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一内蒙联通
RG020ET-CA_SW_B_ZY_CTSX_R1.00.06	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	吴凯利	2017-04-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
RG020ET-CA_SW_B_ZY_CTSX_R1.00.07	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	吴凯利	2017-04-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
RG020ET-CA_SW_B_ZY_CUHL_HUAWEI_R1.00.03	RG020ET-CA	RTL8676	CU	hl	S905L		suying	20170420	吴凯利	2017-04-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8222-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/黑龙江联通LAN上行
G-120WT-P_SW_A_ZY_CTAH_R1.00.01	G-120WT-P	MTK7526FU	CT	ah	RK3228B	20170317	suying	20170425	童维青	2017-04-25	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8227-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一安徽电信
G-120WT-P_SW_A_ZY_CUNM_R1.00.03	G-120WT-P	MTK7526FU	CU	nm	RK3228B	20170425	suying	20170420	李滨伟	2017-04-25	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078225_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一内蒙联通
S-010W-A_SW_A_ZY_CUSD_R1.01.10	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170421	suying	20170424	张丛静	2017-04-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P38	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CUNM_R1.00.02	G-120WT-P	MTK7526FU	CU	nm	RK3228B	20170424	suying	20170420	李滨伟	2017-04-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078225_FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一内蒙联通
RG020ET-CA_SW_B_ZY_CTLN_R1.00.08	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
RG020ET-CA_SW_B_ZY_CTSX_R1.00.05	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	吴凯利	2017-04-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
G-120WT-P_SW_A_ZY_CTZJ_R1.00.03	G-120WT-P	MTK7526FU	CT	zj	RK3228B	20161212	suying	20170324	童维青	2017-04-21	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8226_FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一浙江电信
S-010W-A_SW_A_ZY_CUHN_R1.01.01	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170419	suying	20170420	童维青	2017-04-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P012	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
RG020ET-CA_SW_B_ZY_CTAH_R1.00.04	RG020ET-CA	RTL8676	CT	ah	S905L	20170420	suying	20170412	童维青	2017-04-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8228-FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽电信LAN上行
RG020ET-CA_SW_B_ZY_CTSX_R1.00.04	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	吴凯利	2017-04-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
S-010W-A_SW_A_ZY_CUHN_R1.01.00	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170419	suying	20170419	童维青	2017-04-19	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P011	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
G-120WT-P_SW_A_ZY_CMFJ_R1.00.03	G-120WT-P	MTK7526FU	CM	fj	RK3228B	20170412	suying	20170329	姜良超	2017-04-19	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8220-FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一福建移动
G-120WT-P_SW_A_ZY_CMHN_R1.00.09	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170419	suying	20170302	李滨伟	2017-04-19	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P09	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
RG020ET-CA_SW_B_ZY_CTLN_R1.00.05	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-19	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
RG020ET-CA_SW_B_ZY_CTLN_R1.00.07	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-19	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
RG020ET-CA_SW_B_ZY_CTSX_R1.00.03	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700419	童维青	2017-04-19	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
G-120WT-P_SW_A_ZY_CMHN_R1.00.08	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170418	suying	20170302	李滨伟	2017-04-18	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
RG020ET-CA_SW_B_ZY_CTSX_R1.00.01	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700414	万友先	2017-04-18	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
S-010W-A_SW_ZY_CUXJ_R1.01.16	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20170331	姜良超	2017-04-17	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P34	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
RG020ET-CA_SW_B_ZY_CTSX_R1.00.00	RG020ET-CA	RTL8676	CT	sx	S905L		suying	201700414	万友先	2017-04-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8233-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山西电信LAN上行
S-010W-A_SW_A_ZY_CUHN_R1.00.13	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170408	suying	20170413	童维青	2017-04-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P09	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_A_ZY_CUHN_R1.00.14	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170408	suying	20170413	童维青	2017-04-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P010	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
G-120WT-P_SW_A_ZY_CMHN_R1.00.07	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170414	suying	20170302	吴凯利	2017-04-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
RG020ET-CA_SW_B_ZY_CTLN_R1.00.04	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
S-010W-A_SW_A_ZY_CUHN_R1.00.12	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170408	suying	20170413	童维青	2017-04-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
G-120WT-P_SW_A_ZY_CMSC_R1.00.05	G-120WT-P	MTK7526FU	CM	sc	RK3228B	20170411	suying	20170413	李滨伟	2017-04-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078219_FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一四川移动
G-120WT-P_SW_A_ZY_CUSX_R1.00.01	G-120WT-P	MTK7526FU	CU	sx	RK3228B	20170306	suying	20170413	姜良超	2017-04-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8224-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一山西联通
G-120WT-P_SW_A_ZY_CMFJ_R1.00.02	G-120WT-P	MTK7526FU	CM	fj	RK3228B	20170412	suying	20170329	姜良超	2017-04-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8220-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一福建移动
RG020ET-CA_SW_B_ZY_CTAH_R1.00.03	RG020ET-CA	RTL8676	CT	ah	S905L		suying	201700412	童维青	2017-04-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8228-FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽电信LAN上行
RG020ET-CA_SW_B_ZY_CTLN_R1.00.03	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
G-120WT-P_SW_A_ZY_CMFJ_R1.00.01	G-120WT-P	MTK7526FU	CM	fj	RK3228B	20170410	suying	20170329	姜良超	2017-04-11	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8220-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一福建移动
RG020ET-CA_SW_B_ZY_CTLN_R1.00.02	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-11	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
S-010W-A_SW_A_ZY_CUHN_R1.00.11	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170408	suying	20170410	童维青	2017-04-10	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_A_ZY_CUSD_R1.01.09	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170410	suying	20170329	张丛静	2017-04-10	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P37	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
S-010W-A_SW_A_ZY_CUSD_R1.02.01	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170414	suying	20170329	张丛静	2017-04-10	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078234_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CTZJ_R1.00.02	G-120WT-P	MTK7526FU	CT	zj	RK3228B	20161212	suying	20170324	万友先	2017-04-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8226_FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一浙江电信
S-010W-A_SW_A_ZY_CUHN_R1.00.10	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170408	suying	20170408	童维青	2017-04-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_A_ZY_CUSD_R1.01.08	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170406	suying	20170329	张丛静	2017-04-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P36	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
S-010W-A_SW_A_ZY_CUHN_R1.00.09	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170406	suying	20170406	童维青	2017-04-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
G-120WT-P_SW_A_ZY_CMHN_R1.00.06	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170401	suying	20170302	吴凯利	2017-04-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
G-120WT-P_SW_A_ZY_CMSC_R1.00.04	G-120WT-P	MTK7526FU	CM	sc	RK3228B	20170406	suying	20170406	童维青	2017-04-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078219_FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一四川移动
RG020ET-CA_SW_B_ZY_CTLN_R1.00.01	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170320	吴凯利	2017-04-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
S-010W-A_SW_A_ZY_CUHN_R1.00.08	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170324	suying	20170405	童维青	2017-04-05	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_A_ZY_CUHN_R1.00.07	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170324	suying	20170401	童维青	2017-04-01	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
G-120WT-P_SW_A_ZY_CTZJ_R1.00.00	G-120WT-P	MTK7526FU	CT	zj	RK3228B	20161212	suying	20170301	万友先	2017-03-9	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8226_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一浙江电信
G-120WT-P_SW_A_ZY_CTZJ_R1.00.01	G-120WT-P	MTK7526FU	CT	zj	RK3228B	20161212	suying	20170301	万友先	2017-03-9	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8226_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一浙江电信
S-010W-A_SW_ZY_CULN_R1.00.07	S-010W-A	RTL8189ETV	CU	ln	RK3228B	20170331	suying	20170315	姜良超	2017-03-31	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#02P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CUXJ_R1.01.15	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20170331	姜良超	2017-03-31	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P33	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_A_ZY_CMFJ_R1.00.00	S-010W-A	RTL8189ETV	CM	fj	RK3228B	20170331	suying	20170329	姜良超	2017-03-31	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8232-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/福建移动
RG020ET-CA_SW_B_ZY_CTAH_R1.00.02	RG020ET-CA	RTL8676	CT	ah	S905L		suying	20170320	李滨伟	2017-03-31	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8228-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽电信LAN上行
S-010W-A_SW_A_ZY_CUGD_R1.00.01	S-010W-A	RTL8189ETV	CU	gd	RK3228B		suying	20170322	万友先	2017-03-30	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078230_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/广东联通
RG020ET-CA_SW_B_ZY_CMHN_R1.00.00	RG020ET-CA	RTL8676	CM	hn	S905L		suying		李滨伟	2017-03-30	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8231-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南移动LAN上行
S-010W-A_SW_A_ZY_CUGD_R1.00.00	S-010W-A	RTL8189ETV	CU	gd	RK3228B		suying	20170322	万友先	2017-03-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078230_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/广东联通
S-010W-A_SW_A_ZY_CUSD_R1.01.07	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170329	suying	20170329	张丛静	2017-03-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P35	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CMSC_R1.00.03	G-120WT-P	MTK7526FU	CM	sc	RK3228B	20170316	suying	20170329	童维青	2017-03-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078219_FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一四川移动
RG020ET-CA_SW_B_ZY_CTAH_R1.00.01	RG020ET-CA	RTL8676	CT	ah	S905L		suying	20170320	李滨伟	2017-03-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8228-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽电信LAN上行
S-010W-A_SW_A_ZY_CUSD_R1.01.06	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170328	suying	20170327	张丛静	2017-03-28	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P34	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CUHL_R1.00.10	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20170317	suying	20170315	童维青	2017-03-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P12	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
S-010W-A_SW_A_ZY_CUHN_R1.00.06	S-010W-A	RTL8189ETV	CU	hn	RK3228B	20170324	suying	20170314	童维青	2017-03-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#02P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_A_ZY_CUSD_R1.01.05	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170324	suying	20170324	张丛静	2017-03-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P33	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
RG020ET-CA_SW_B_ZY_CTAH_R1.00.00	RG020ET-CA	RTL8676	CT	ah	S905L		suying	20170320	李滨伟	2017-03-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8228-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/安徽电信LAN上行
S-010W-A_SW_A_ZY_CUNM_R1.00.00	S-010W-A	RTL8189ETV	CU	nm	RK3228B	20170323	suying	20170321	姜良超	2017-03-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8229-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/内蒙古联通
G-120WT-P_SW_A_ZY_CMHN_R1.00.05	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170323	suying	20170302	吴凯利	2017-03-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
G-120WT-P_SW_A_ZY_CUNM_R1.00.01	G-120WT-P	MTK7526FU	CU	nm	RK3228B	20170306	suying	20170320	童维青	2017-03-21	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078225_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一内蒙联通
S-010W-A_SW_A_ZY_CUHN_R1.00.05	S-010W-A	RTL8189ETV	CU	hn	RK3228B		suying	20170314	童维青	2017-03-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
G-120WT-P_SW_A_ZY_CMSC_R1.00.02	G-120WT-P	MTK7526FU	CM	sc	RK3228B	20170316	suying	20170220	童维青	2017-03-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078219_FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一四川移动
G-120WT-P_SW_A_ZY_CUHL_R1.00.09	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20170302	suying	20170315	童维青	2017-03-20	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P11	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
