swVersion	productClass	wifiType	operator	province	chipset	chipsetDate	midware	midwareDate	author	firmwareDate	noteAddr	firmwareAddr
S-010W-A_SW_A_ZY_CUSD_R1.01.04	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170318	suying	20170318	张丛静	2017-03-18	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P32	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CMHN_R1.00.04	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170317	suying	20170302	吴凯利	2017-03-17	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
SBELL_RG020ETCA_SW_B_ZY_CTGD_R1.00.15	SBELL_RG020ETCA		CT	gd	S905L		suying	20170215	吴凯利	2017-03-17	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8222-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/广东电信LAN上行
G-120WT-P_SW_A_ZY_CUHL_R1.00.08	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20170302	suying	20170315	童维青	2017-03-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P10	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
S-010W-A_SW_ZY_CULN_R1.00.06	S-010W-A	RTL8189ETV	CU	ln	RK3228B	20170315	suying	20170315	姜良超	2017-03-15	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#02P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_A_ZY_CUSD_R1.01.03	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170310	suying	20170310	张丛静	2017-03-11	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P31	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CMSC_R1.00.01	G-120WT-P	MTK7526FU	CM	sc	RK3228B	20170220	suying	20170220	童维青	2017-03-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078219_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一四川移动
G-120WT-P_SW_A_ZY_CUNM_R1.00.00	G-120WT-P	MTK7526FU	CU	nm	RK3228B	20170306	suying	20170227	童维青	2017-03-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078225_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一内蒙联通
S-010W-A_SW_A_ZY_CUSD_R1.01.02	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170228	suying	20170308	张丛静	2017-03-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P30	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CUHL_R1.00.07	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20170302	suying	20170118	童维青	2017-03-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P09	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
G-120WT-P_SW_A_ZY_CUSX_R1.00.00	G-120WT-P	MTK7526FU	CU	sx	RK3228B	20170306	suying	20170306	姜良超	2017-03-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8224-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一山西联通
RG020ET-CA_SW_B_ZY_CTLN_R1.00.00	RG020ET-CA	RTL8676	CT	ln	S905L		suying	20170217	吴凯利	2017-03-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8223-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁电信LAN上行
S-010W-A_SW_ZY_CUXJ_R1.01.14	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20170303	姜良超	2017-03-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P32	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_A_ZY_CUSD_R1.01.01	S-010W-A	RTL8189ETV	CU	sd	RK3228B	20170228	suying	20170303	张丛静	2017-03-04	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078014_FCZZA#01P29	http://172.24.170.213/E%3A/stb/IP_STB现场版本/山东联通
G-120WT-P_SW_A_ZY_CMFJ_R1.00.00	G-120WT-P	MTK7526FU	CM	fj	RK3228B	20170301	suying	20170302	姜良超	2017-03-03	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8220-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一福建移动
G-120WT-P_SW_A_ZY_CMHN_R1.00.02	G-120WT-P	MTK7526FU	CM	hn	RK3228B	20170228	suying	20170302	吴凯利	2017-03-03	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8221-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一湖南移动
G-120WT-P_SW_A_ZY_CMSC_R1.00.00	G-120WT-P	MTK7526FU	CM	sc	RK3228B	20170220	suying	20170220	童维青	2017-03-03	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078219_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一四川移动
G-120WT-P_SW_A_ZY_CTAH_R1.00.00	G-120WT-P	MTK7526FU	CT	ah	RK3228B	20170317	suying	20170320	吴凯利	2017-03-03	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8227-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一安徽电信
RG020ET-CA_SW_B_ZY_CUHL_HUAWEI_R1.00.02	RG020ET-CA	RTL8676	CU	hl	S905L		suying	20170215	吴凯利	2017-03-03	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8222-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/黑龙江联通LAN上行
S-010W-A_SW_A_ZY_CUJS_FENGHUO_R1.00.02	S-010W-A	RTL8189ETV	CU	js	RK3228B	20170113	suying	20170224	童维青	2017-02-24	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078215_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/江苏联通
G-120WT-P_SW_ZY_CTNX_R1.00.03	G-120WT-P	MTK7526FU	CT	nx	RK3228B	20170222	suying	20170220	姜良超	2017-02-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8213-FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一宁夏
G-120WT-P_SW_A_ZY_CUHL_R1.00.06	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20170216	suying	20170118	童维青	2017-02-17	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P08	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
G-120WT-P_SW_A_ZY_CTLN_R1.00.00	G-120WT-P	MTK7526FU	CT	ln	RK3228B	20161212	suying	20161221	万友先	2017-02-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078218_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一辽宁电信
G-120WT-P_SW_A_ZY_CULN_R1.00.00	G-120WT-P	MTK7526FU	CU	ln	RK3228B	20161008	suying	20161206	童维青	2017-02-10	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078217_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一辽宁联通
G-120WT-P_SW_A_ZY_CUHL_R1.00.04	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20161216	suying	20170118	童维青	2017-01-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
G-120WT-P_SW_A_ZY_CUHL_R1.00.05	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20170119	suying	20170118	童维青	2017-01-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
S-010W-A_SW_A_ZY_CUJS_FENGHUO_R1.00.00	S-010W-A	RTL8189ETV	CU	js	RK3228B	20170113	suying	201701209	童维青	2017-01-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078215_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/江苏联通
S-010W-A_SW_ZY_CUXJ_R1.01.13	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161228	姜良超	2017-01-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P31	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
G-120WT-P_SW_A_ZY_CUHL_FENGHUO_R1.00.03	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20161216	suying	20161221	童维青	2017-01-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
S-010W-A_SW_ZY_CUXJ_R1.01.12	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161228	姜良超	2016-12-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P30	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
G-120WT-P_SW_A_FAC_R1.01.06	G-120WT-P	MTK7526FU	gc	gc	RK3228B	20161102	suying	20160715	童维青	2016-12-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8211-FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一基线
G-120WT-P_SW_A_ZY_CUHL_FENGHUO_R1.00.02	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20161216	suying	20161221	童维青	2016-12-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
G-120WT-P_SW_A_ZY_CUHL_R1.00.01	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20161216	suying	20161021	童维青	2016-12-16	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#02P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
S-010W-A_SW_ZY_CULN_R1.01.03	S-010W-A	RTL8189ETV	CU	ln	RK3228B	20161008	suying	20161206	姜良超	2016-12-15	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#02P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CULN_R1.01.02	S-010W-A	RTL8189ETV	CU	ln	RK3228B	20161008	suying	20160930	姜良超	2016-12-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#02P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_FAC_R1.01.05	S-010W-A	RTL8189ETV	gc	gc	RK3228B		noMidware		张丛静	2016-12-1	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078017_FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/厂测固件
S-010W-A_SW_ZY_CUXJ_R1.01.11	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161205	姜良超	2016-12-06	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P29	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.01.10	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161122	姜良超	2016-12-01	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P28	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_A_ZY_CTNX_R1.01.23	S-010W-A	RTL8189ETV	CT	nx	RK3228B	20161031	suying	20161104	任嘉敏	2016-11-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P18	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_A_ZY_CTNX_R1.01.24	S-010W-A	RTL8189ETV	CT	nx	RK3228B	20161031	suying	20161104	任嘉敏	2016-11-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P19	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_A_ZY_CTNX_R1.01.25	S-010W-A	RTL8189ETV	CT	nx	RK3228B	20161031	suying	20170220	任嘉敏	2016-11-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P20	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUXJ_R1.01.09	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161122	姜良超	2016-11-28	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P27	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
G-120WT-P_SW_ZY_CTNX_R1.00.02	G-120WT-P	MTK7526FU	CT	nx	RK3228B	20161031	suying	20161104	童维青	2016-11-23	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8213-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一宁夏
S-010W-A_SW_ZY_CUXJ_R1.01.08	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161122	姜良超	2016-11-22	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P26	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
G-120WT-P_SW_ZY_CUHL_NOLAUNCHER_R1.00.00	G-120WT-P	MTK7526FU	CU	hl	RK3228B	20161107	suying	20161021	童维青	2016-11-17	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8212-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一黑龙江
G-120WT-P_SW_FAC_R1.01.05	G-120WT-P	MTK7526FU	gc	gc	RK3228B	20161102	suying	20160715	童维青	2016-11-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8211-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一基线
S-010W-A_SW_ZY_CTNX_R1.01.22	S-010W-A	RTL8189ETV	CT	nx	RK3228B	20161031	suying	20161104	任嘉敏	2016-11-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P17	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
G-120WT-P_SW_ZY_CUHE_R1.01.03	G-120WT-P	MTK7526FU	CU	he	RK3228B	20161102	suying	20160715	童维青	2016-11-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL-94207-8210-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/二合一河北
S-010W-A_SW_ZY_CUXJ_R1.01.07	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161101	姜良超	2016-11-03	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P25	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.01.05	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161101	姜良超	2016-11-01	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P24	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.01.04	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161028	张丛静	2016-10-31	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P23	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.01.03	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161028	张丛静	2016-10-29	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P22	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUXJ_R1.01.02	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161026	张丛静	2016-10-27	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P21	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_FAC_R1.01.04	S-010W-A	RTL8189ETV	gc	gc	RK3228B		noMidware		张丛静	2016-10-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078017_FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/厂测固件
S-010W-A_SW_ZY_CTNX_R1.01.21	S-010W-A	RTL8189ETV	CT	nx	RK3228B	20161020	suying	20160922	任嘉敏	2016-10-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P16	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CULN_R1.01.01	S-010W-A	RTL8189ETV	CU	ln	RK3228B	20161008	suying	20160930	吴凯利	2016-10-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#02P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CTNX_R1.01.20	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-10-18	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P14	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUXJ_R1.01.01	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20161014	张丛静	2016-10-18	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P20	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CULN_R1.01.00	S-010W-A	RTL8189ETV	CU	ln	RK3228B	20161008	suying	20160930	吴凯利	2016-10-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CULN_R1.00.05	S-010W-A	RTL8189ETV	CU	ln	RK3228B		suying	20160930	吴凯利	2016-10-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CULN_R1.00.04	S-010W-A	RTL8189ETV	CU	ln	RK3228B		suying	20160926	吴凯利	2016-09-26	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P06	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CULN_R1.00.03	S-010W-A	RTL8189ETV	CU	ln	RK3228B		suying	20160921	吴凯利	2016-09-22	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CUHN_R1.00.04	S-010W-A	RTL8189ETV	CU	hn	RK3228B		suying	20160912	吴凯利	2016-09-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#01P05	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_ZY_CUXJ_R1.00.15	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160907	张丛静	2016-09-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P19	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_FAC_R1.01.03	S-010W-A	RTL8189ETV	gc	gc	RK3228B		noMidware		张丛静	2016-09-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078017_FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/厂测固件
S-010W-A_SW_ZY_CULN_R1.00.02	S-010W-A	RTL8189ETV	CU	ln	RK3228B		suying	20160907	吴凯利	2016-09-08	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CULN_R1.00.00	S-010W-A	RTL8189ETV	CU	ln	RK3228B		suying	20160701	吴凯利	2016-09-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CULN_R1.00.01	S-010W-A	RTL8189ETV	CU	ln	RK3228B		suying	20160907	吴凯利	2016-09-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078016_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/辽宁联通
S-010W-A_SW_ZY_CUXJ_R1.00.14	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160907	张丛静	2016-09-07	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P17	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUHN_R1.00.03	S-010W-A	RTL8189ETV	CU	hn	RK3228B		suying	20160826	吴凯利	2016-09-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#01P04	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_ZY_CUXJ_R1.00.13	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160901	张丛静	2016-09-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P16	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CUHE_R1.00.15	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160715	刘晓晨	2016-08-22	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P19	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CTNX_R1.01.14	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-08-18	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P13	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUHE_R1.00.14	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160715	刘晓晨	2016-08-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P18	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUHN_R1.00.01	S-010W-A	RTL8189ETV	CU	hn	RK3228B		suying	20160708	吴凯利	2016-08-04	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#01P02	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-A_SW_ZY_CUHE_R1.00.13	S-010W-A	RTL8189ETV	CU	he	RK3228B		suying	20160715	刘晓晨	2016-08-02	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078012_FCZZA#01P17	http://172.24.170.213/E%3A/stb/IP_STB现场版本/河北联通
S-010W-A_SW_ZY_CUHN_R1.00.02	S-010W-A	RTL8189ETV	CU	hn	RK3228B		suying	20160708	吴凯利	2016-08-01	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078018_FCZZA#01P03	http://172.24.170.213/E%3A/stb/IP_STB现场版本/湖南联通
S-010W-AV2B_SW_D_ZY_CUBJ_R1.00.00	S-010W-AV2B	8189FTV	CU	bj	RK3228H	20170728	suying		童维青	2016-08-01	https://ct.web.alcatel-lucent.com/scm-lib4/show-entry.cgi?number=3HH-13916-8247-FCZZA#01P01	http://172.24.170.213/E%3A/stb/IP_STB现场版本/S-010W-AV2B北京联通
S-010W-A_SW_ZY_CTNX_R1.01.11	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-07-28	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P12	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUXJ_R1.00.12	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160622	张丛静	2016-07-14	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P15	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CTNX_R1.01.09	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-07-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P11	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CTNX_R1.01.10	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160728	任嘉敏	2016-07-13	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P11	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CTNX_R1.01.03	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160705	任嘉敏	2016-07-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P09	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CTNX_R1.01.04	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160705	任嘉敏	2016-07-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P09	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
S-010W-A_SW_ZY_CUXJ_R1.00.11	S-010W-A	RTL8189ETV	CU	xj	RK3228B		suying	20160622	张丛静	2016-07-12	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078011_FCZZA#01P14	http://172.24.170.213/E%3A/stb/IP_STB现场版本/新疆联通
S-010W-A_SW_ZY_CTNX_R1.01.05	S-010W-A	RTL8189ETV	CT	nx	RK3228B		suying	20160708	任嘉敏	2016-07-09	http://oraweb.alcatel.com/pls/webappdad/control_gui.information?name=3CL942078013_FCZZA#01P07	http://172.24.170.213/E%3A/stb/IP_STB现场版本/宁夏电信
